Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
34,No,Travel_Rarely,426,Human Resources,6,2,Technical Degree,1,141,3,Female,92,3,5,Manager,3,Married,12767,3285,2,Y,Yes,21,3,3,80,0,4,6,4,3,3,3,1
23,No,Travel_Rarely,978,Research & Development,13,4,Life Sciences,1,142,3,Male,66,3,2,Healthcare Representative,4,Married,3808,18461,6,Y,No,12,4,4,80,1,10,3,3,0,0,0,0
53,No,Travel_Rarely,268,Research & Development,1,3,Technical Degree,1,143,1,Male,41,3,3,Healthcare Representative,2,Single,6433,17964,0,Y,No,12,3,4,80,1,3,4,3,3,1,0,2
50,No,Travel_Rarely,1421,Research & Development,6,3,Life Sciences,1,144,4,Male,94,3,1,Research Scientist,2,Single,3393,11533,4,Y,No,16,3,4,80,1,18,1,3,5,5,2,5
26,No,Travel_Rarely,682,Research & Development,1,2,Life Sciences,1,145,3,Male,44,3,3,Research Scientist,4,Married,9448,8015,0,Y,No,20,3,4,80,1,16,2,3,7,0,4,0
44,No,Travel_Rarely,1308,Research & Development,7,5,Life Sciences,1,146,4,Female,39,3,2,Healthcare Representative,2,Married,5423,20503,1,Y,No,19,3,3,80,3,4,1,4,4,2,4,2
33,No,Travel_Rarely,940,Research & Development,13,4,Life Sciences,1,147,4,Male,71,2,1,Manager,3,Married,3533,21989,1,Y,No,19,3,2,80,0,13,3,2,3,3,3,0
40,No,Travel_Rarely,1211,Research & Development,2,2,Life Sciences,1,148,2,Male,55,1,2,Healthcare Representative,4,Married,5915,7835,3,Y,Yes,14,3,4,80,1,13,3,3,2,2,0,0
40,Yes,Travel_Rarely,907,Research & Development,17,3,Marketing,1,149,3,Female,78,2,2,Healthcare Representative,4,Single,7129,15555,3,Y,Yes,14,3,1,80,0,9,1,3,9,4,8,4
35,No,Travel_Rarely,1274,Research & Development,4,4,Life Sciences,1,150,4,Male,52,2,1,Manufacturing Director,3,Married,1009,10118,2,Y,No,16,3,4,80,0,10,1,4,8,1,6,2
31,Yes,Non-Travel,873,Sales,2,4,Life Sciences,1,151,1,Female,93,3,4,Sales Executive,3,Single,11001,26350,3,Y,Yes,15,3,2,80,0,9,3,3,3,3,0,3
31,No,Travel_Rarely,1029,Research & Development,6,4,Technical Degree,1,152,3,Female,46,2,1,Laboratory Technician,4,Married,3976,22170,3,Y,No,18,4,1,80,0,1,2,3,1,1,1,1
29,No,Non-Travel,962,Research & Development,19,3,Life Sciences,1,153,4,Male,63,3,5,Healthcare Representative,4,Married,10492,24977,4,Y,No,18,3,4,80,2,12,3,2,0,0,0,0
30,No,Travel_Rarely,1057,Research & Development,1,4,Other,1,154,2,Female,86,3,3,Manager,4,Married,6171,18242,1,Y,No,17,3,1,80,0,7,0,3,0,0,0,0
37,No,Travel_Rarely,160,Human Resources,4,3,Other,1,155,4,Male,33,2,1,Human Resources,3,Divorced,1224,15126,1,Y,No,11,3,4,80,0,6,3,2,6,3,6,4
31,No,Travel_Frequently,707,Research & Development,10,2,Life Sciences,1,156,4,Male,98,3,2,Manufacturing Director,2,Single,3907,10253,0,Y,No,16,4,2,80,0,22,3,4,5,1,0,5
44,No,Travel_Rarely,106,Sales,4,3,Life Sciences,1,157,4,Male,97,3,3,Sales Executive,3,Married,6777,15401,1,Y,Yes,15,3,4,80,0,0,3,3,0,0,0,0
51,No,Travel_Rarely,184,Sales,1,5,Life Sciences,1,158,2,Male,79,2,2,Sales Executive,4,Married,5364,6722,3,Y,No,16,3,3,80,1,3,2,3,3,3,1,1
32,No,Travel_Rarely,941,Research & Development,4,3,Marketing,1,159,2,Female,96,4,3,Laboratory Technician,4,Married,8799,8610,3,Y,No,12,3,3,80,1,1,2,3,1,0,1,1
40,Yes,Non-Travel,650,Sales,15,3,Medical,1,160,1,Female,97,1,2,Sales Executive,1,Divorced,6622,5577,3,Y,Yes,11,3,2,80,2,0,4,3,0,0,0,0
42,No,Travel_Frequently,1152,Research & Development,29,4,Medical,1,161,4,Male,88,2,2,Manufacturing Director,3,Married,3743,12224,1,Y,No,17,3,1,80,1,4,3,2,1,1,1,1
42,No,Non-Travel,626,Research & Development,1,3,Marketing,1,162,4,Male,92,3,5,Research Scientist,3,Divorced,11233,19493,3,Y,Yes,14,3,4,80,1,40,3,3,12,2,1,10
38,No,Travel_Frequently,1103,Research & Development,8,4,Life Sciences,1,163,3,Female,96,3,1,Healthcare Representative,4,Single,4474,8251,1,Y,No,17,4,1,80,0,3,3,2,3,0,3,2
44,No,Travel_Frequently,515,Research & Development,1,4,Technical Degree,1,164,2,Male,55,3,2,Manufacturing Director,3,Divorced,5970,8452,7,Y,No,13,3,2,80,1,12,1,3,1,1,1,1
42,No,Travel_Rarely,816,Research & Development,10,1,Marketing,1,165,1,Male,30,2,1,Research Director,3,Single,2624,21061,1,Y,No,20,3,3,80,0,1,4,2,1,1,1,1
26,No,Travel_Rarely,281,Sales,1,5,Medical,1,166,4,Male,97,4,3,Sales Executive,1,Divorced,8210,7233,2,Y,Yes,19,3,3,80,3,10,4,3,4,4,1,0
45,No,Travel_Rarely,884,Research & Development,1,4,Technical Degree,1,167,4,Female,47,3,3,Research Scientist,3,Married,7455,19405,3,Y,Yes,16,3,2,80,3,40,3,3,12,0,1,2
46,No,Travel_Rarely,1002,Research & Development,14,4,Marketing,1,168,4,Male,41,2,1,Laboratory Technician,1,Single,3287,11797,6,Y,No,14,3,1,80,2,4,5,3,4,0,3,4
31,No,Travel_Rarely,628,Research & Development,1,4,Life Sciences,1,169,4,Female,67,3,1,Manager,4,Married,1996,20215,1,Y,No,18,3,1,80,0,21,1,2,6,6,4,2
38,No,Non-Travel,102,Research & Development,3,4,Medical,1,170,4,Female,71,4,1,Research Director,4,Divorced,2903,8673,1,Y,No,17,3,4,80,0,40,3,3,9,9,1,2
44,No,Non-Travel,372,Sales,29,2,Medical,1,171,4,Male,65,1,2,Sales Executive,3,Single,2734,15726,1,Y,No,16,3,1,80,2,10,5,3,0,0,0,0
36,No,Travel_Rarely,585,Research & Development,29,3,Life Sciences,1,172,3,Male,45,3,2,Research Director,3,Married,3968,5132,1,Y,No,19,3,4,80,1,4,2,3,4,4,0,0
47,No,Travel_Rarely,1057,Research & Development,2,4,Other,1,173,3,Female,94,3,5,Healthcare Representative,4,Divorced,11484,9313,3,Y,No,20,3,2,80,1,12,0,2,10,1,0,1
59,No,Travel_Frequently,1173,Research & Development,7,2,Life Sciences,1,174,4,Male,96,3,2,Healthcare Representative,2,Married,4438,8594,7,Y,No,11,3,1,80,0,20,3,3,5,5,2,5
31,Yes,Travel_Rarely,795,Research & Development,7,1,Marketing,1,175,3,Female,68,3,1,Laboratory Technician,2,Single,1110,20199,0,Y,Yes,11,3,3,80,2,2,0,3,2,2,1,2
25,No,Travel_Frequently,1308,Research & Development,5,4,Medical,1,176,3,Female,88,4,4,Manufacturing Director,4,Married,9200,21244,2,Y,Yes,12,3,1,80,1,7,4,2,7,0,0,2
40,Yes,Travel_Rarely,941,Sales,23,4,Life Sciences,1,177,1,Female,67,2,2,Sales Executive,4,Married,2728,4919,6,Y,Yes,11,4,3,80,0,4,0,3,2,1,2,2
44,No,Travel_Rarely,474,Research & Development,13,2,Other,1,178,2,Female,45,2,2,Manufacturing Director,4,Divorced,5823,25148,0,Y,No,15,4,4,80,2,4,3,3,1,0,1,1
36,Yes,Travel_Rarely,640,Sales,13,4,Technical Degree,1,179,3,Female,40,4,1,Sales Representative,2,Married,2376,13020,2,Y,Yes,17,3,1,80,0,22,2,3,8,0,4,1
51,No,Travel_Rarely,771,Research & Development,3,4,Medical,1,180,2,Female,57,3,2,Manufacturing Director,1,Married,2442,10504,5,Y,Yes,15,3,4,80,1,6,2,2,6,0,2,6
26,Yes,Travel_Rarely,673,Research & Development,5,3,Life Sciences,1,181,2,Male,31,3,5,Laboratory Technician,1,Divorced,11248,10807,6,Y,No,13,3,3,80,0,5,4,2,5,5,3,5
44,No,Travel_Rarely,167,Research & Development,6,4,Life Sciences,1,182,3,Male,49,3,2,Research Scientist,2,Married,5505,18882,2,Y,No,19,3,1,80,1,10,4,2,7,1,1,1
32,No,Travel_Rarely,153,Sales,3,3,Life Sciences,1,183,1,Male,67,3,1,Sales Executive,4,Single,1685,23616,0,Y,No,16,3,1,80,0,3,2,3,3,3,1,0
53,No,Travel_Rarely,571,Sales,1,2,Life Sciences,1,184,4,Female,85,3,2,Sales Executive,2,Single,3955,15171,0,Y,No,16,3,4,80,0,3,2,3,3,3,2,0
56,No,Travel_Rarely,344,Research & Development,1,2,Medical,1,185,3,Male,68,4,4,Laboratory Technician,4,Married,9888,8252,2,Y,No,19,3,1,80,1,8,3,3,1,1,0,1
31,No,Travel_Frequently,438,Sales,2,3,Other,1,186,3,Female,60,3,1,Manager,2,Single,3015,22899,0,Y,No,15,3,4,80,1,6,4,4,6,2,4,6
33,No,Travel_Rarely,857,Sales,2,3,Medical,1,187,1,Male,52,3,2,Sales Executive,3,Divorced,2845,22175,0,Y,No,23,3,3,80,2,4,3,2,1,0,1,1
45,No,Travel_Rarely,1246,Research & Development,2,4,Technical Degree,1,188,2,Female,63,3,5,Research Scientist,4,Married,13325,7160,4,Y,No,14,4,1,80,0,1,3,1,1,1,1,1
34,No,Travel_Rarely,655,Research & Development,3,4,Medical,1,189,3,Male,46,3,1,Research Scientist,2,Single,1300,12121,3,Y,Yes,23,3,3,80,2,8,2,3,4,1,2,4
37,No,Travel_Frequently,1170,Research & Development,5,3,Medical,1,190,4,Female,53,3,3,Research Scientist,2,Married,7473,2251,5,Y,No,12,4,4,80,0,19,4,3,3,3,3,3
38,No,Travel_Rarely,153,Research & Development,6,4,Technical Degree,1,191,4,Male,64,3,2,Healthcare Representative,2,Married,4947,21653,0,Y,No,17,4,4,80,1,21,4,3,3,1,0,0
20,No,Travel_Rarely,1276,Sales,3,2,Medical,1,192,2,Male,52,2,3,Sales Executive,1,Divorced,6709,24389,1,Y,No,13,3,3,80,0,3,3,3,1,1,0,1
37,No,Travel_Rarely,514,Sales,21,1,Technical Degree,1,193,3,Male,37,3,2,Manager,3,Divorced,3465,11907,4,Y,No,19,3,4,80,0,10,3,2,2,2,2,2
31,No,Travel_Rarely,670,Research & Development,7,4,Life Sciences,1,194,2,Female,83,3,1,Research Scientist,2,Married,2071,9137,3,Y,No,13,3,1,80,1,21,3,3,0,0,0,0
33,No,Non-Travel,1334,Research & Development,14,1,Life Sciences,1,195,4,Male,50,3,3,Manager,3,Married,9938,10015,4,Y,No,16,3,4,80,0,6,4,3,4,1,0,4
51,No,Travel_Frequently,109,Research & Development,23,2,Technical Degree,1,196,4,Male,48,3,1,Research Director,4,Married,1009,16179,9,Y,Yes,13,3,4,80,3,30,4,3,10,1,1,5
26,No,Travel_Rarely,1047,Sales,2,4,Medical,1,197,3,Female,60,2,2,Sales Executive,3,Married,7538,19283,5,Y,No,19,3,4,80,0,26,4,3,14,8,1,0
45,No,Travel_Rarely,348,Sales,5,3,Technical Degree,1,198,4,Female,79,3,1,Manager,1,Single,2110,12480,2,Y,No,13,3,4,80,2,3,3,2,3,0,2,1
35,No,Travel_Rarely,935,Sales,5,4,Other,1,199,4,Female,53,3,1,Sales Executive,3,Single,2553,9329,1,Y,No,21,3,3,80,1,3,3,4,3,1,2,3
35,No,Travel_Rarely,1464,Sales,4,3,Life Sciences,1,200,4,Male,75,3,5,Sales Representative,1,Married,10870,18981,2,Y,No,12,3,3,80,1,2,4,3,2,2,2,2
45,No,Travel_Frequently,513,Research & Development,1,1,Medical,1,201,4,Male,37,3,2,Research Scientist,3,Single,3843,25714,3,Y,Yes,11,3,3,80,0,2,2,4,2,2,2,2
41,No,Travel_Rarely,1053,Research & Development,15,3,Life Sciences,1,202,4,Female,32,3,5,Research Director,3,Single,11746,26204,1,Y,No,19,3,2,80,0,26,2,2,0,0,0,0
43,No,Travel_Rarely,1470,Research & Development,1,3,Medical,1,203,3,Male,63,2,1,Research Director,2,Married,1009,24464,4,Y,No,13,3,3,80,0,29,3,3,8,4,1,5
46,Yes,Non-Travel,944,Sales,29,3,Technical Degree,1,204,3,Female,86,3,2,Sales Representative,4,Single,4687,7277,0,Y,No,15,3,2,80,1,1,5,3,1,1,0,1
35,No,Non-Travel,1421,Research & Development,13,3,Life Sciences,1,205,4,Male,87,2,1,Manufacturing Director,4,Married,1889,21117,4,Y,No,14,3,3,80,1,10,0,3,10,0,7,2
32,No,Travel_Rarely,336,Research & Development,8,4,Medical,1,206,3,Male,64,3,3,Research Scientist,4,Married,10276,11051,0,Y,Yes,11,3,2,80,1,9,2,3,7,4,0,2
28,Yes,Travel_Rarely,743,Research & Development,2,4,Marketing,1,207,4,Male,50,2,3,Laboratory Technician,2,Divorced,5751,18714,2,Y,No,15,3,1,80,2,5,2,3,1,1,1,1
30,No,Travel_Rarely,689,Sales,7,2,Life Sciences,1,208,2,Male,94,2,1,Sales Executive,3,Married,2654,6585,5,Y,No,20,3,2,80,0,11,2,4,11,11,0,0
60,No,Travel_Rarely,334,Research & Development,3,3,Technical Degree,1,209,2,Male,95,3,4,Laboratory Technician,4,Single,10372,12290,0,Y,No,19,3,4,80,0,32,2,3,7,0,3,1
49,Yes,Travel_Rarely,843,Research & Development,3,3,Medical,1,210,1,Male,86,3,1,Manufacturing Director,2,Married,1009,8054,2,Y,Yes,16,3,2,80,0,2,3,2,2,2,2,1
25,No,Travel_Rarely,1098,Research & Development,16,5,Other,1,211,3,Female,71,3,2,Research Scientist,4,Divorced,6030,3893,0,Y,No,19,3,4,80,2,1,4,3,1,1,1,0
26,No,Travel_Rarely,411,Sales,4,5,Life Sciences,1,212,3,Male,72,3,5,Manager,1,Divorced,11903,5481,6,Y,No,11,3,1,80,0,0,3,3,0,0,0,0
42,No,Travel_Rarely,1045,Research & Development,5,2,Life Sciences,1,213,4,Female,55,3,4,Healthcare Representative,1,Married,6261,18119,4,Y,Yes,14,3,3,80,1,5,2,3,1,1,1,1
43,No,Non-Travel,1009,Research & Development,17,4,Medical,1,214,3,Female,96,3,5,Manufacturing Director,4,Married,13490,22477,7,Y,Yes,17,3,1,80,0,5,4,3,1,1,1,1
43,Yes,Travel_Frequently,802,Sales,1,3,Life Sciences,1,215,4,Male,55,3,1,Sales Executive,4,Divorced,1009,3540,5,Y,Yes,15,3,1,80,0,6,3,4,1,1,0,1
35,No,Travel_Rarely,579,Research & Development,8,1,Other,1,216,2,Male,37,3,1,Research Director,4,Single,1009,2225,3,Y,No,14,3,3,80,1,8,2,3,2,1,2,2
36,No,Travel_Frequently,437,Research & Development,8,1,Life Sciences,1,217,4,Female,76,3,1,Research Director,4,Married,3532,8463,1,Y,No,11,3,3,80,0,16,2,2,4,2,1,0
41,Yes,Travel_Frequently,153,Sales,5,3,Marketing,1,218,3,Female,66,3,2,Sales Executive,1,Married,4479,7686,1,Y,Yes,11,3,2,80,1,5,4,2,5,3,1,5
38,No,Travel_Rarely,647,Research & Development,16,3,Medical,1,219,4,Female,47,4,3,Healthcare Representative,2,Single,8877,6307,2,Y,No,18,3,3,80,1,4,3,4,4,2,1,1
18,Yes,Travel_Rarely,402,Sales,26,1,Life Sciences,1,220,2,Female,65,2,1,Sales Representative,4,Married,4315,24537,2,Y,Yes,16,4,4,80,0,19,3,3,9,3,2,5
36,Yes,Travel_Frequently,742,Sales,6,4,Life Sciences,1,221,3,Female,31,4,3,Sales Executive,1,Single,6533,14720,4,Y,No,19,4,1,80,0,21,1,4,0,0,0,0
30,No,Travel_Rarely,1368,Research & Development,5,3,Medical,1,222,3,Male,32,1,1,Research Scientist,3,Married,3690,3552,1,Y,No,14,3,1,80,1,3,4,3,3,3,3,3
39,No,Travel_Rarely,457,Research & Development,6,3,Medical,1,223,3,Male,63,3,1,Research Scientist,3,Divorced,1367,7392,0,Y,No,13,3,3,80,1,4,2,3,4,4,4,1
60,No,Travel_Rarely,921,Research & Development,12,3,Life Sciences,1,224,4,Female,75,3,3,Laboratory Technician,1,Single,10850,20500,2,Y,No,15,4,1,80,0,19,4,3,1,1,1,1
41,No,Travel_Rarely,936,Research & Development,10,2,Human Resources,1,225,4,Male,91,3,2,Research Scientist,2,Divorced,3961,4042,0,Y,Yes,18,3,4,80,1,1,3,3,1,1,0,0
35,No,Travel_Rarely,689,Research & Development,2,3,Life Sciences,1,226,4,Female,99,2,4,Laboratory Technician,3,Single,11539,25083,3,Y,Yes,14,3,3,80,1,4,2,3,4,4,3,4
46,No,Travel_Rarely,978,Human Resources,1,2,Medical,1,227,3,Male,86,4,1,Human Resources,4,Married,3766,11906,2,Y,No,18,3,3,80,0,7,2,3,3,3,0,3
42,No,Travel_Rarely,832,Research & Development,27,3,Medical,1,228,4,Male,39,3,3,Laboratory Technician,4,Single,7974,15057,3,Y,Yes,11,3,3,80,1,2,1,3,2,2,0,2
41,No,Travel_Rarely,1244,Sales,3,2,Life Sciences,1,229,4,Female,47,3,1,Manager,3,Divorced,1494,14099,0,Y,No,15,3,3,80,1,2,2,3,1,1,1,0
43,No,Travel_Rarely,1496,Research & Development,9,3,Other,1,230,2,Male,62,3,1,Healthcare Representative,3,Married,2273,8955,8,Y,No,15,4,1,80,0,6,1,3,6,0,1,6
56,No,Travel_Rarely,838,Sales,16,2,Life Sciences,1,231,3,Male,36,4,3,Manager,2,Married,4270,9365,0,Y,No,20,3,4,80,1,15,3,3,0,0,0,0
27,No,Travel_Rarely,1198,Research & Development,3,4,Life Sciences,1,232,2,Male,74,4,4,Research Scientist,1,Divorced,10337,12447,1,Y,Yes,16,3,3,80,1,20,3,3,1,1,1,1
42,No,Travel_Frequently,925,Research & Development,9,4,Life Sciences,1,233,1,Female,58,3,1,Research Scientist,3,Married,3024,9961,3,Y,No,22,3,1,80,3,40,3,3,9,0,1,2
29,No,Travel_Rarely,257,Research & Development,1,2,Medical,1,234,1,Male,67,3,1,Research Scientist,1,Divorced,2700,17724,0,Y,No,11,3,3,80,1,1,3,3,1,1,1,1
43,No,Travel_Rarely,872,Research & Development,29,3,Medical,1,235,1,Female,68,3,2,Research Scientist,2,Married,1009,6812,0,Y,No,16,3,1,80,0,3,4,3,3,3,0,3
29,No,Travel_Rarely,1035,Sales,1,1,Marketing,1,236,4,Male,54,3,1,Sales Executive,3,Divorced,1009,6244,0,Y,No,16,3,1,80,0,16,5,3,5,5,4,1
34,No,Travel_Rarely,677,Research & Development,5,3,Life Sciences,1,237,3,Female,46,3,4,Healthcare Representative,3,Married,8878,19001,2,Y,No,17,4,3,80,2,9,2,2,8,1,2,0
35,No,Travel_Rarely,1435,Research & Development,7,2,Life Sciences,1,238,2,Female,90,3,3,Laboratory Technician,1,Single,7937,4575,6,Y,No,12,3,3,80,2,4,3,3,4,4,0,4
46,No,Travel_Frequently,1161,Research & Development,14,3,Technical Degree,1,239,4,Male,80,2,1,Healthcare Representative,3,Married,2934,6578,2,Y,No,21,3,3,80,0,3,1,2,3,3,3,1
46,No,Travel_Rarely,349,Research & Development,1,3,Life Sciences,1,240,4,Male,66,3,2,Healthcare Representative,3,Single,4745,25288,2,Y,No,15,3,1,80,0,4,1,3,4,2,4,1
26,No,Travel_Frequently,1169,Sales,5,5,Technical Degree,1,241,4,Male,96,3,3,Sales Executive,1,Married,8453,25980,1,Y,No,11,3,3,80,1,6,3,3,6,1,0,6
38,No,Non-Travel,554,Sales,3,3,Life Sciences,1,242,3,Female,53,4,1,Sales Executive,4,Married,1009,10631,0,Y,Yes,15,3,1,80,1,2,3,2,2,2,2,2
31,No,Travel_Rarely,1244,Sales,3,3,Technical Degree,1,243,3,Male,78,4,3,Sales Representative,1,Married,8415,4406,0,Y,Yes,14,3,3,80,0,37,4,4,6,6,1,4
26,Yes,Non-Travel,1474,Research & Development,14,3,Life Sciences,1,244,2,Female,50,3,1,Research Scientist,4,Single,3212,25493,5,Y,Yes,25,3,3,80,1,1,2,3,1,1,1,1
36,Yes,Travel_Frequently,794,Research & Development,1,5,Medical,1,245,2,Male,86,3,2,Laboratory Technician,1,Single,5566,25749,0,Y,Yes,19,3,3,80,0,40,1,3,1,1,1,1
35,No,Travel_Rarely,1010,Sales,12,4,Life Sciences,1,246,2,Male,70,2,1,Manager,4,Married,2227,2234,9,Y,No,15,3,4,80,0,20,4,3,12,2,0,4
59,No,Travel_Rarely,1041,Research & Development,15,2,Life Sciences,1,247,3,Male,46,3,4,Laboratory Technician,1,Divorced,12746,8986,0,Y,No,15,3,4,80,0,6,1,3,6,2,0,6
41,No,Travel_Frequently,1195,Human Resources,21,4,Life Sciences,1,248,4,Male,50,2,2,Human Resources,4,Married,5740,9870,3,Y,No,19,3,4,80,1,15,2,3,7,1,1,1
25,No,Travel_Rarely,1048,Human Resources,9,3,Life Sciences,1,249,1,Male,97,3,1,Manager,2,Married,1047,11407,7,Y,No,19,4,4,80,2,12,2,3,4,4,4,1
33,No,Non-Travel,555,Sales,4,4,Life Sciences,1,250,2,Female,93,3,4,Sales Executive,4,Married,10372,21361,1,Y,No,11,3,4,80,1,3,6,4,0,0,0,0
47,No,Travel_Frequently,368,Research & Development,5,4,Medical,1,251,1,Female,73,3,1,Laboratory Technician,3,Married,3629,9722,3,Y,No,18,3,4,80,0,5,2,2,3,1,2,3
56,No,Travel_Rarely,832,Research & Development,29,2,Medical,1,252,4,Male,57,1,2,Laboratory Technician,1,Single,4118,15351,1,Y,No,15,3,4,80,2,8,3,4,4,2,0,3
23,No,Travel_Rarely,467,Sales,19,4,Technical Degree,1,253,2,Female,65,4,2,Sales Executive,4,Married,6634,16994,1,Y,No,11,3,4,80,0,11,4,3,5,5,3,0
21,No,Travel_Rarely,1312,Research & Development,6,3,Medical,1,254,3,Female,66,3,1,Laboratory Technician,1,Single,3073,9555,1,Y,No,18,3,1,80,2,9,3,3,9,6,2,2
54,No,Travel_Rarely,1352,Research & Development,26,3,Medical,1,255,1,Female,73,2,4,Manufacturing Director,4,Divorced,6486,11268,4,Y,No,24,3,1,80,1,7,4,2,1,1,1,1
41,No,Non-Travel,162,Research & Development,16,3,Medical,1,256,3,Male,79,2,3,Laboratory Technician,1,Single,7950,12730,1,Y,No,17,3,4,80,0,6,3,3,5,5,5,2
30,Yes,Travel_Rarely,269,Sales,21,4,Medical,1,257,1,Male,84,3,1,Sales Executive,3,Married,1891,5554,1,Y,No,19,3,3,80,0,8,6,3,3,0,0,3
42,No,Non-Travel,233,Sales,10,2,Medical,1,258,3,Male,39,2,3,Manager,4,Single,8306,21062,9,Y,No,22,3,4,80,2,6,4,4,6,0,1,5
18,No,Travel_Rarely,256,Research & Development,18,1,Technical Degree,1,259,1,Female,67,3,2,Manufacturing Director,3,Single,6416,23211,1,Y,No,12,3,2,80,1,9,2,4,9,1,9,0
38,No,Travel_Frequently,885,Research & Development,20,4,Life Sciences,1,260,4,Male,78,3,4,Healthcare Representative,2,Divorced,10293,11442,1,Y,No,11,3,3,80,0,24,2,4,4,1,0,1
41,No,Travel_Frequently,823,Research & Development,1,2,Life Sciences,1,261,3,Male,31,3,1,Research Scientist,4,Single,4998,17731,9,Y,Yes,18,3,4,80,2,11,5,3,11,0,3,0
46,No,Travel_Rarely,108,Human Resources,29,2,Medical,1,262,4,Male,73,2,2,Human Resources,4,Single,4732,13318,1,Y,Yes,14,3,4,80,0,14,3,4,5,5,3,5
28,No,Travel_Rarely,624,Research & Development,4,2,Life Sciences,1,263,3,Male,64,3,2,Healthcare Representative,4,Married,5937,15506,1,Y,Yes,11,4,1,80,0,10,3,3,1,1,1,1
38,Yes,Travel_Frequently,352,Research & Development,5,3,Human Resources,1,264,3,Female,50,3,2,Research Scientist,2,Single,6207,25025,4,Y,Yes,15,3,4,80,1,11,4,3,6,4,1,6
29,No,Travel_Rarely,793,Sales,14,3,Technical Degree,1,265,1,Male,86,3,2,Sales Executive,3,Single,4854,3401,1,Y,No,18,3,4,80,1,9,3,2,2,2,1,2
40,Yes,Travel_Rarely,1387,Sales,10,1,Life Sciences,1,266,3,Male,52,3,1,Manager,2,Divorced,3668,17730,1,Y,Yes,15,3,2,80,0,0,1,3,0,0,0,0
30,No,Travel_Frequently,221,Sales,20,5,Life Sciences,1,267,3,Female,61,4,3,Sales Executive,2,Married,6608,14520,1,Y,No,12,3,2,80,0,40,2,4,19,1,0,7
34,No,Travel_Rarely,149,Sales,5,4,Medical,1,268,3,Female,62,2,2,Sales Executive,4,Divorced,4366,17674,3,Y,Yes,14,3,1,80,1,0,3,4,0,0,0,0
29,No,Travel_Rarely,1194,Research & Development,4,3,Medical,1,269,4,Female,46,3,5,Research Scientist,2,Divorced,10531,14450,0,Y,No,15,3,1,80,1,6,0,3,2,2,1,1
43,No,Travel_Rarely,1387,Research & Development,1,3,Life Sciences,1,270,4,Female,71,4,1,Research Scientist,3,Married,2862,4946,1,Y,Yes,11,3,3,80,2,1,2,3,1,1,1,1
45,No,Travel_Rarely,843,Sales,6,3,Marketing,1,271,4,Female,46,2,3,Sales Representative,3,Single,7988,20702,1,Y,No,15,3,1,80,1,1,4,2,1,1,1,1
35,No,Travel_Rarely,1356,Sales,12,3,Medical,1,272,1,Male,77,1,5,Sales Representative,4,Divorced,14269,5538,1,Y,No,11,3,2,80,1,17,1,3,2,0,2,2
38,No,Travel_Rarely,325,Sales,3,2,Life Sciences,1,273,3,Male,77,2,3,Sales Representative,4,Divorced,8687,14926,3,Y,No,18,3,4,80,0,6,1,3,1,1,1,1
25,No,Travel_Rarely,558,Sales,6,2,Life Sciences,1,274,1,Female,86,3,4,Sales Executive,3,Divorced,9573,16730,1,Y,No,11,4,3,80,2,18,4,2,5,5,2,1
35,No,Travel_Rarely,820,Research & Development,2,4,Marketing,1,275,4,Female,90,3,4,Research Scientist,3,Married,8233,19729,2,Y,Yes,19,3,3,80,0,4,3,2,4,1,4,1
37,No,Travel_Rarely,954,Research & Development,13,2,Life Sciences,1,276,3,Female,73,2,2,Research Scientist,4,Single,5649,19873,2,Y,No,14,3,1,80,1,3,1,2,3,3,2,0
60,No,Travel_Rarely,1491,Sales,1,3,Technical Degree,1,277,1,Male,52,3,2,Sales Executive,3,Divorced,6666,6835,1,Y,No,13,3,4,80,2,3,4,3,0,0,0,0
28,No,Travel_Rarely,1050,Research & Development,11,4,Medical,1,278,4,Male,82,3,1,Laboratory Technician,1,Married,3633,16828,1,Y,No,16,3,4,80,2,11,3,2,3,3,0,3
51,No,Travel_Rarely,129,Sales,4,4,Medical,1,279,3,Male,62,2,2,Sales Representative,1,Divorced,6627,13500,0,Y,Yes,12,3,3,80,1,19,2,3,2,0,2,2
47,Yes,Travel_Frequently,978,Sales,1,3,Technical Degree,1,280,2,Male,85,3,1,Sales Executive,1,Single,2182,19234,0,Y,Yes,16,3,4,80,1,7,2,3,1,0,1,1
40,No,Travel_Rarely,1002,Sales,17,4,Technical Degree,1,281,1,Male,57,3,3,Sales Executive,3,Single,6800,25782,2,Y,No,12,3,4,80,3,5,1,3,3,0,3,3
53,No,Travel_Rarely,950,Research & Development,6,1,Life Sciences,1,282,3,Female,52,4,2,Laboratory Technician,4,Single,3895,21098,3,Y,No,13,3,4,80,2,40,4,3,2,2,2,2
41,No,Travel_Rarely,202,Research & Development,8,4,Life Sciences,1,283,4,Male,92,3,2,Laboratory Technician,2,Divorced,4916,16050,0,Y,Yes,17,3,4,80,1,1,3,3,1,0,1,1
